rating,enrollment,grade_span,name,address
-,385,PK-12,Amy At Martin School,"3380 Richmond St, Philadelphia"
-,232,PK-12,Amy Nw School,"6611 Ardleigh St, Philadelphia"
-,482,PK-12,Anderson Add B School,"1034 S 60th St, Philadelphia"
-,533,PK-12,Andrew Maier Elementary School,"355 Andrew Maier Blvd, Blandon"
-,186,PK-12,Anna L Carter Kdg Center School,"1201 N Progress Ave, Harrisburg"
80,799,PK-12,Annville Cleona Jshs School,"500 S White Oak St, Annville"
-,347,PK-12,Annville Elementary School,"205 S White Oak St, Annville"
61,555,PK-12,Antietam Ms/Hs School,"100 Antietam Rd, Reading"
-,-,PK-12,Antonia Pantoja Community Charter School,"4101 North American St, Philadelphia"
-,680,PK-12,Apollo-Ridge Elementary School,"1831 State Route 56, Spring Church"
-,342,PK-12,Augusta Annex School,"100    LINDEN  AVENUE, Irvington"
-,371,PK-6,Aura School,"100 UNIONVILLE RD, Glassboro"
-,"1,223",5-6,Auten Road School,"281 AUTEN ROAD, Somerville"
-,88,1-8,Avalon Elementary School,"235 32ND STREET, Avalon"
-,658,6-8,Avenel Middle School,"WOODBINE AVENUE, Avenel"
-,421,K-5,Avenel Street School,"AVENEL STREET, Avenel"
-,559,K-8,Avon Ave School,"219 AVON AVE, Newark"
-,140,K-8,Avon Elementary School,"LINCOLN & FIFTH AVENUES, Avon"
-,386,K-5,Avon School,"MERCER DR, Haddonfield"
-,-,9-12,Bishop Guertin High School,"194 Lund Rd., Nashua"
23,226,K-5,Bluff School,"1 Summit Rd., Claremont"
52,293,P K-5,Boscawen Elementary School,"1 BEST Ave., Boscawen"
84,537,P K-4,Bow Elementary School,"22 Bow Center Rd., Bow"
87,640,9-12,Bow High School,"32 White Rock Hill Rd., Bow"
93,592,5-8,Bow Memorial School,"20 Bow Center Rd., Bow"
42,483,5-8,Boynton Middle School,"500 Turnpike Rd., New Ipswich"
-,-,9-12,Brentwood School,"1 Brentwood Dr., Merrimack"
-,-,9-12,Brewster Academy School,"80 Academy Dr., Wolfeboro"
75,151,P K-5,Bridgewater-Hebron Village School,"25 Schoolhouse Ln., Bristol"
34,226,K-5,Bristol Elementary School,"55 School St., Bristol"
-,55,PK-6,Ashland School,"Highway 212, Ashland"
-,25,PK-8,Auchard Creek School,"9605 Highway 287, Wolf Creek"
-,15,7-8,Augusta 7-8 School,"410 N Broadway, Augusta"
-,39,PK-6,Augusta Elementary School,"410 N Broadway, Augusta"
-,37,9-12,Augusta High School,"410 N Broadway, Augusta"
85,46,PK-8,Avon School,"Harpole Road, Avon"
-,15,PK-8,Ayers School,"Highway 87 W #106007, Grass Range"
78,264,PK-5,B A Winans School,"1015 West Clark, Livingston"
-,36,K-6,Babb School,"1 Mile N Of Babb U.S. 89, Babb"
-,8,7-8,Bainville 7-8 School,"409 Tubman, Bainville"
-,29,9-12,Bainville High School,"409 Tubman, Bainville"
32,KG-5,,Alger B Wilkins Elementary,"1429 Skibo Road, Fayetteville"
57,9-12,,Alleghany High,"404 Trojan Avenue, Sparta"
18,PK-5,,Allen Jay Elementary,"1311 East Springfield Road, Archdale"
33,6-8,,Allen Middle,"1108 Glendale Drive, Forest Oaks"
12,KG-5,,Allenbrook Elementary,"1430 Allenbrook Dr, Charlotte"
-,KG-1,,Alma O Easom Elementary,"1610 Westlawn Avenue, Fayetteville"
44,KG-8,,Alpha Academy,"907 Hay Street, Fayetteville"
94,KG-5,,Alston Ridge Elementary,"2855 Alston Avenue, Apex"
64,KG-5,,Altamahaw Ossipee Elem,"2832 N NC 87, Altamahaw"
57,KG-8,,American Renaissance School,"217 South Center Street, Statesville"
-,0-2,,Anderson Creek Primary,"914 Anderson Creek Sch Rd, Bunnlevel"
-,-,K-6,Border Central Elementary School,"HWY 20 N, Calvin"
-,-,7-12,Border Central High School,"HWY 20 N, Calvin"
66,304,PK-6,Bottineau Elementary School,"710 MAIN ST, Bottineau"
-,424,7-12,Bottineau High School,"301 BRANDER ST, Bottineau"
49,36,K-6,Bowbells Elementary School,"200 MADISON AVE, Bowbells"
-,40,7-12,Bowbells High School,"200 MADISON AVE, Bowbells"
60,234,PK-8,Bowman Elementary School,"102 8TH AVE SW, Bowman"
-,154,9-12,Bowman High School,"102 8TH AVE SW, Bowman"
-,-,-,Buffalo Valley Spec Education Unit School,"230 2ND AVE SE, Jamestown"
-,43,PK-6,Burke Central Elementary School,"101 4TH AVE W, Lignite"
-,42,7-12,Burke Central High School,"101 4TH AVE W, Lignite"
19,-,,ABERDEEN LEARNING CENTER,"605 W. Commerce Street, Aberdeen"
59,PK-6,,ACKERMAN ELEM,"8475 MS HWY 15, Ackerman"
52,7-12,,ACKERMAN HIGH,"393 East Main Street, Ackerman"
75,KG-6,,AGRICOLA ELEMENTARY SCHOOL,"6165 Hwy 613S, Lucedale"
15,KG-5,,AKIN ELEMENTARY SCHOOL,"361 Bowman Blvd., Greenville"
72,-,,ALCORN ALTERNATIVE SCHOOL,"2101A Norman Road, Corinth"
70,KG-4,,ALCORN CENTRAL ELEMENTARY SCHOOL,"20 CR 254, Glen"
80,9-12,,ALCORN CENTRAL HIGH SCHOOL,"8 CR 254, Glen"
79,5-8,,ALCORN CENTRAL MIDDLE SCHOOL,"8A CR 254, Glen"
72,-,,ALCORN CO VOC COMPLEX,"2101 NORMAN ROAD, Corinth"
38,7-8,,ALEXANDER JUNIOR HIGH SCHOOL,"713 BEAUREGARD STREET, Brookhaven"
28,-,,ALTERNATIVE LEARNING CENTER,"215 East 5th Street, Yazoo City"
70,-,,ALTERNATIVE SCHOOL,"13724 Hwy 57, Gautier"
49,118,7-8,Ashland-Greenwood Middle School,"1200 Boyd Street, Ashland"
69,161,PK-8,Atkinson Elementary School,"407 N Holt P. O. Box 370, Atkinson"
38,432,7-12,Auburn High School,"1829 Central Avenue, Auburn"
86,203,4-6,Auburn Middle School,"1713 J Street, Auburn"
80,680,PK-6,Aurora Elementary School,"300 L Street, Aurora"
47,314,10-12,Aurora High School,"300 L Street, Aurora"
27,321,7-9,Aurora Middle School,"300 L Street, Aurora"
40,326,PK-6,Avery Elementary School,"2107 Avery Road, Bellevue"
80,144,PK-6,Axtell Elementary School,"500 Main Street P. O. Box 97, Axtell"
36,157,7-12,Axtell High School,"500 Main Street P. O. Box 97, Axtell"
-,30,PK-6,Ayr Public School,"1270 South First Street Box 91, Ayr"
-,4,PK-8,Ballard Marsh Public School,"HC 37 Box 44, Valentine"
54,444,PK-12,Apollo-Ridge High School,"Star Route Box 46A, Spring Church"
-,378,PK-12,Apollo-Ridge Ms School,"1829 State Route 56, Spring Church"
-,400,PK-12,Appleman Elementary School,"600 Green Acres Road, Benton"
-,"1,310",PK-12,Arcola Intrmd School,"4000 Eagleville Road, Norristown"
-,481,PK-12,Ardmore Avenue School,"161 Ardmore Ave, Lansdowne"
-,187,PK-12,Arendtsville Elementary School,"136 Fohl St, Arendtsville"
-,532,PK-12,Arlington Elementary School,"2500 Jonquil Way, Pittsburgh"
-,269,PK-12,Arlington Heights Elementary School,"1100 N 9th St, Stroudsburg"
-,215,PK-12,Armagh Elementary School,"283 Broad St, Milroy"
-,521,PK-12,Armstrong Ms School,"475 Wistar Rd, Fairless Hills"
-,311,PK-12,Aronimink Elementary School,"4611 Bond Ave, Drexel Hill"
-,434,PK-12,Arrowhead Elementary School,"232 Level Rd, Collegeville"
75,321,P K-5,Broad Street Elementary School,"390 Broad St., Nashua"
52,372,3-5,Broken Ground School,"123 Portsmouth St., Concord"
-,-,K-3,Brooks Colebrook Country Day School,"21 Couture Street, Colebrook"
7,203,1-3,Brown Elementary School,"190 Norway St., Berlin"
-,-,5-8,Bryant Academy (Formerly J.E.W.E.L. ) School,"169 Main St., Claremont"
-,-,4-8,Burnham Brook Middle School,"106 Kimball Pond Rd., Canterbury"
-,-,K-8,Cady Memorial School,"1257 E. Main St., Conway"
-,-,K-12,Calvary Christian School,"145 Hampstead Rd., Derry"
-,-,K-12,Calvary Christian School,"115 Yeaton Rd., Plymouth"
-,-,4-12,Camp E-Toh-Anee School,"35 Eckerd Way, Colebrook"
41,559,9-12,Campbell High School,"1 Highlander Ct., Litchfield"
-,43,PK-6,Bainville School,"409 Tubman, Bainville"
41,69,7-8,Baker 7-8 School,"1015 South 3rd West, Baker"
63,149,9-12,Baker High School,"1015 South 3rd West, Baker"
1,28,7-8,Barbara Gilligan 7-8 School,"215 N 5th Street, Brockton"
4,79,PK-6,Barbara Gilligan School,"215 N 5th Street, Brockton"
-,21,PK-6,Basin School,"119 North Quartz, Basin"
-,8,PK-8,Bear Paw School,"40 Miles South Of Chinook  Birdtai, Chinook"
71,414,9-12,Beaverhead County High School,"104 North Pacific Street, Dillon"
-,19,7-8,Belfry 7-8 School,"200 Wisconsin, Belfry"
-,38,9-12,Belfry High School,"200 Wisconsin, Belfry"
58,PK-5,,Andrews Elementary,"205 Walnut Street, Andrews"
47,9-12,,Andrews High,"50 High School Drive, Andrews"
12,9-12,,Andrews High,"1920 McGuinn Drive, High Point"
70,6-8,,Andrews Middle,"2750 Business Hwy 19, Andrews"
24,3-5,,Angier Elementary,"130 E McIver St, Angier"
43,6-8,,Anne Chesnutt Middle,"2121 Skibo Road, Fayetteville"
-,6-12,,Anson Academy,"Anson Station Shopping Center, Ansonville"
70,9-13,,Anson Co. Early College High,"177 Ledbetter Street, Polkton"
7,9-12,,Anson High School,"96 Anson High School Road, Ansonville"
15,7-8,,Anson Middle,"832 US Hwy 52 N, Ansonville"
46,9-12,,Anson New Tech High,"118 W. Ashe Street, Ansonville"
63,KG-6,,Ansonville Elementary,"9104 Hwy 52 N, Ansonville"
-,-,-,Burleigh County Spec Education Unit School,"4007 STATE ST SUITE 101, Bismarck"
63,382,PK-8,Burlington-Des Lacs Elementary School,"301 WALLACE ST, Burlington"
65,102,PK-6,Cando Elementary School,"418 2ND AVE, Cando"
-,111,7-12,Cando High School,"418 2ND AVE, Cando"
-,96,PK-6,Cannon Ball Elementary School,"7080 8TH AVE, Cannon Ball"
-,293,K-5,Carl Ben Eielson Elementary School,"1035 16TH ST S, Fargo"
83,301,PK-3,Carl Ben Eielson Elementary School,"1238 LOUISIANA ST, Grand Forks AFB"
-,375,PK-7,Carrington Elementary School,"232 9TH AVE N, Carrington"
-,-,PK-7,Carrington Elementary School,"232 9TH AVE N, Carrington"
-,283,8-12,Carrington High School,"100 3RD AVE S, Carrington"
-,-,8-12,Carrington High School,"100 3RD AVE S, Carrington"
-,-,,ALTERNATIVE SCHOOL,"607 THIRD STREET, Boyle"
13,KG-6,,AMANDA ELZY ELEMENTARY SCHOOL,"604 Elzy Avenue, Greenwood"
29,7-12,,AMANDA ELZY HIGH SCHOOL,"604 ELZY AVENUE, Greenwood"
41,KG-6,,AMITE COUNTY ELEMENTARY,"3457 South Greensburg Road, Liberty"
55,7-12,,AMITE COUNTY HIGH SCHOOL,"600 Irene St, Liberty"
41,-,,AMITE COUNTY VOC COMPLEX,"1501 Irene St, Liberty"
61,3-5,,AMORY ELEMENTARY SCHOOL,"305 Easthaven Drive, Amory"
81,9-12,,AMORY HIGH SCHOOL,"1006 Sam Haskell Circle, Amory"
96,6-8,,AMORY MIDDLE SCHOOL,"700 2nd Avenue North, Amory"
-,-,,AMORY VOC TECH COMPLEX,"1006 Sam Haskell Circle, Amory"
76,KG-4,,ANDERSON ELEMENTARY SCHOOL,"111 Anderson Street, Booneville"
16,636,PK-6,Bancroft Elementary School,"2724 Riverview Boulevard, Omaha"
39,64,PK-6,Banner County Elementary School,"200 School Street Box 5, Harrisburg"
17,98,7-12,Banner County High School,"200 School Street Box 5, Harrisburg"
-,5,PK-8,Banner Public School,"HC 56 Box 20 B, Hay Springs"
62,98,PK-8,Bassett Grade School,"202 E Florence Box 407, Bassett"
86,177,PK-6,Battle Creek Elementary School,"305 South 4th P. O. Box 100, Battle Creek"
89,278,7-12,Battle Creek High School,"605 Martin Street P. O. Box 100, Battle Creek"
96,221,PK-6,Bayard Elementary School,"East 8th Street Box 607, Bayard"
24,228,7-12,Bayard Secondary School,"East 8th Street Box 607, Bayard"
-,659,6-8,Beadle Middle School,"18201 Jefferson Street, Omaha"
18,393,PK-6,Beals Elementary School,"1720 South 48th Street, Omaha"
-,735,9-12,Beatrice High School,"600 Orange Boulevard, Beatrice"
-,248,PK-12,Arsenal Elementary School,"215 39th St, Pittsburgh"
-,548,PK-12,Arsenal Ms School,"3900 Butler St, Pittsburgh"
-,237,PK-12,Arthur Chester A School,"2000 Catharine St, Philadelphia"
-,431,PK-12,Arthur Street Elementary School,"424 East 9th St, Hazleton"
-,433,PK-12,Artman Elementary School,"343 N Hermitage Rd, Hermitage"
-,425,PK-12,Asa Packer Elementary School,"1650 Kenwood Dr, Bethlehem"
-,572,PK-12,Asbury Elementary School,"5875 Sterrettania Rd, Fairview"
-,442,PK-12,Aston Elementary School,"900 Tryens Rd, Aston"
58,615,PK-12,Athens Area High School,"401 West Frederick Street, Athens"
-,-,-,Audenried Charles Y Shs School,"3301 Tasker St, Philadelphia"
-,593,PK-12,Audrielle Lynch-Ellen Bustin Elementary School,"253 Pennsylvania Avenue, Athens"
32,349,P K-8,Campton Elementary School,"1110 NH Rte. 175, Campton"
49,308,P K-4,Canaan Elementary School,"School St., Canaan"
-,-,1-3,Canterbury Childrens Center School,"53 Pickard Rd., Canterbury"
100,138,K-5,Canterbury Elementary School,"15 Baptist Rd., Canterbury"
-,-,K-8,Capital Christian School,"310 Sheep Davis Rd., Concord"
75,277,4-6,Captain Samuel Douglass Academy School,"24 Townsend Hill Rd., Brookline"
-,-,6-9,Cardigan Mountain School,"62 Alumni Drive, Canaan"
90,292,K-3,Carpenter Elementary School,"102 S. Main St., Wolfeboro"
-,-,-,Cedarcrest School,"91 Maple Ave., Keene"
4,-,5-8,Center Of Optimum Learning School,"PO Box 176, Exeter"
50,623,P K-4,Center Woods School,"14 Center Rd., Weare"
55,370,K-5,Chamberlain Street School,"65 Chamberlain St., Rochester"
-,25,PK-6,Belfry School,"200 Wisconsin, Belfry"
59,781,9-12,Belgrade High School,"303 North Hoffman, Belgrade"
61,464,4-6,Belgrade Intermediate School,"421 Spooner Road, Belgrade"
57,381,7-8,Belgrade Middle School,"410 Triple Crown Road, Belgrade"
81,52,7-8,Belt 7-8 School,"1 Church Street, Belt"
50,110,9-12,Belt High School,"1 Church Street, Belt"
75,140,PK-6,Belt School,"1 Church Street, Belt"
51,413,PK-6,Bench School,"505 Milton Road, Billings"
-,6,PK-8,Benton Lake School,"17557 Bootlegger Trail, Floweree"
-,9,PK-8,Biddle School,"Highway 59 N In Biddle, Biddle"
-,5,K-8,Big Dry School,"Highway 200  17 Miles West Of Jord, Jordan"
94,KG-5,,Antioch Elementary,"3101 Antioch Church Road, Indian Trail"
89,KG-5,,Apex Elementary,"700 Tingen Road, Apex"
91,9-12,,Apex High,"1501 Laura Duncan Rd, Apex"
95,6-8,,Apex Middle,"400 East Moore Street, Apex"
77,6-8,,Apple Valley Middle,"43 Fruitland Road, Hendersonville"
61,PK-5,,Aquadale Elementary,"11707 NC Hwy 138, Aquadale"
64,KG-9,,Arapahoe Charter School,"9005 NC Hwy 306 S, Arapahoe"
68,KG-5,,Archdale Elementary,"207 Trindale Rd, Archdale"
53,7-8,,Archdale-Trinity Middle,"5105 Archdale Road, Archdale"
26,PK-5,,Archer Elementary,"2610 Four Seasons Boulevard, Greensboro"
42,333,PK-8,Cavalier Elementary School,"300 MAIN ST E, Cavalier"
-,192,9-12,Cavalier High School,"300 MAIN ST E, Cavalier"
-,107,7-8,Cavalier Middle School,"300 MAIN ST E, Cavalier"
-,-,1-5,Centennial Elementary School,"4201 25TH ST S, Fargo"
-,-,K-6,Centennial Elementary School,"2800 ITHICA DR, Bismarck"
74,84,PK-6,Center Elementary School,"315 LINCOLN AVE, Center"
-,-,K-6,Center Elementary School,"315 LINCOLN AVE, Center"
-,150,7-12,Center High School,"315 LINCOLN AVE, Center"
-,-,7-12,Center High School,"315 LINCOLN AVE, Center"
-,-,9-10,Central Campus School,"215 1ST ST SE, Minot"
-,380,PK-5,Central Cass Elementary School,"802 5TH ST N, Casselton"
95,-,,ANN SMITH ELEMENTARY,"306 PEAR ORCHARD ROAD, Jackson"
83,KG-5,,ANNISTON AVENUE ELEMENTARY SCHOOL,"2314 Jones Street, Biloxi"
67,-,,AP FATHEREE CAREER & TECH ED CENTER,"2409 Moose Drive, Ellisville"
40,KG-5,,ARLINGTON HEIGHTS ELEM SCHOOL,"3511 Arlington Street, Pascagoula"
16,KG-5,,ARMSTRONG ELEMENTARY SCHOOL,"528 RedBud Street, Greenville"
48,6-8,,ARMSTRONG MIDDLE SCHOOL,"303 MCKEE STREET, Mississippi State"
35,PK-5,,ARTHUR W WATSON JR ELEMENTARY SCH,"880 Anthony St., Port Gibson"
29,KG-5,,ASHLAND ELEMENTARY SCHOOL,"768 Lamar Road, Ashland"
23,-,,ASHLAND HIGH SCHOOL,"101 School Street, Ashland"
42,6-8,,ASHLAND MIDDLE SCHOOL,"123 School Street, Ashland"
23,5-8,,B F LIDDELL MIDDLE SCHOOL,"200 North Wayne Street, Macon"
50,9-12,,BAILEY MAGNET SCHOOL,"1900 N STATE STREET, Jackson"
73,PK-5,,BAKER ELEMENTARY SCHOOL,"300 EAST SANTA CLAIR STREET, Byram"
72,527,6-8,Beatrice Middle School,"215 N 5th Street, Beatrice"
-,383,PK-6,Beattie Elementary School,"1901 Calvert Street, Lincoln"
27,57,PK-6,Beemer Elementary School,"815 3rd Street Box 10, Beemer"
-,339,PK-6,Bel Air Elementary School,"1101 N 18th Street Box 139, Norfolk"
-,10,PK-8,Belgrade Public School,"100 East 5th Box 98, Belgrade"
27,374,PK-6,Bell Field Elementary School,"1240 E 11th Street, Fremont"
9,361,PK-6,Belle Ryan Elementary School,"1807 South 60th Street, Omaha"
54,297,PK-6,Belleaire Elementary School,"1200 Mission Avenue West, Bellevue"
46,487,9-12,Bellevue East Senior High School,"1401 High School Drive, Bellevue"
90,656,7-8,Bellevue Mission Middle School,"2202 Washington Street, Bellevue"
67,520,9-12,Bellevue West Senior High School,"1501 Thurston Avenue, Bellevue"
-,561,PK-12,Audubon Elementary School,"2765 Egypt Rd, Audubon"
-,123,PK-12,Austin Area Elementary School,"138 Costello Avenue, Austin"
-,123,PK-12,Austin Area Jshs School,"138 Costello Avenue, Austin"
18,192,6-8,Charlestown Middle School,"307 Main St., Charlestown"
10,263,K-5,Charlestown Primary School,"84 E. Street Ext., Charlestown"
73,525,K-5,Charlotte Ave Elementary School,"48 Charlotte Ave., Nashua"
61,686,P 1-8,Chester Academy School,"22 Murphy Dr., Chester"
56,394,K-8,Chesterfield Central School,"535 Old Chesterfield Road, Chesterfield"
60,264,K-8,Chichester Central School,"219 Main St., Chichester"
-,-,1-12,Christian Bible Church Academy School,"205 Manchester St., Nashua"
-,-,K-12,Claremont Christian Academy School,"97 Maple Ave., Claremont"
20,434,6-8,Claremont Middle School,"107 South St., Claremont"
-,253,-,Clark School,"Foundry St., Amherst"
100,23,7-8,Big Sandy 7-8 School,"398 First Avenue, Big Sandy"
92,70,9-12,Big Sandy High School,"398 First Avenue, Big Sandy"
60,444,PK-6,Big Sky Elementary School,"3231 Granger Avenue East, Billings"
60,-,9-12,Big Sky High School,"3100 South Avenue West, Missoula"
-,16,1-8,Big Sky School,"Delbonita Road, Cut Bank"
-,22,K-8,Big Stone School,"251 Goonhill Road, Sand Coulee"
84,95,7-8,Big Timber 7-8 School,"5th & Anderson, Big Timber"
69,271,PK-6,Big Timber School,"5th & Anderson, Big Timber"
49,155,7-8,Bigfork 7-8 School,"600 Commerce Street, Bigfork"
65,375,9-12,Bigfork High School,"600 Commerce Street, Bigfork"
62,337,PK-6,Bigfork School,"600 Commerce Street, Bigfork"
56,-,9-12,Billings Senior High School,"425 Grand Avenue, Billings"
81,6-8,,Archer Lodge Middle,"762 Wendell Rd, Wendell"
92,9-12,,Ardrey Kell High,"10220 Ardrey Kell Rd, Charlotte"
59,PK-5,,Armstrong Elementary,"3395 Dunn Road, Eastover"
75,KG-8,,ArtSpace Charter,"2030 US Hwy 70, Black Mountain"
84,KG-5,,Arthur W Edwards Elementary,"200 Education Lane, Havelock"
51,KG-6,,Arts Based Elementary,"1380 Martin Luther King Jr Dr, Walkertown"
-,7-12,,Asbury School,"221 Salem Church Road, High Shoals"
42,9-12,,Ashbrook High,"2222 S New Hope Road, Gastonia"
73,9-12,,Ashe County High,"184 Campus Drive, Jefferson"
82,7-8,,Ashe County Middle,"255 Northwest Lane, Warrensville"
47,9-12,,Asheboro High,"1221 S Park St, Asheboro"
64,9-12,,Asheville High,"419 McDowell Street, Biltmore Forest"
77,248,9-12,Central Cass High School,"802 5TH ST N, Casselton"
-,213,6-8,Central Cass Middle School,"802 5TH ST N, Casselton"
-,-,1-5,Central Elementary School,"212 3RD AVE N, Wahpeton"
-,-,PK-6,Central Elementary School,"321 N BENSON ST, Tioga"
-,"1,109",9-12,Central High School,"115 N 4TH ST, Grand Forks"
-,596,5-8,Central Middle School,"325 7TH ST, Devils Lake"
-,134,PK-6,Central Valley Elementary School,"HWY 81, Buxton"
-,140,7-12,Central Valley High School,"HWY 81, Buxton"
-,-,PK-5,Century Elementary School,"830 W 15TH ST, Grafton"
-,-,PK-5,Century Elementary School,"3351 17TH AVE S, Grand Forks"
-,"1,100",10-12,Century High School,"1000 E CENTURY AVE, Bismarck"
-,899,6-8,Cheney Middle School,"825 17TH AVE E, West Fargo"
51,KG-4,,BALDWYN ELEMENTARY SCHOOL,"515 BENDER CIRCLE, Baldwyn"
72,9-12,,BALDWYN HIGH SCHOOL,"512 NORTH FOURTH STREET, Baldwyn"
65,5-8,,BALDWYN MIDDLE SCHOOL,"452 NORTH FOURTH STREET, Baldwyn"
82,KG-6,,BANKSTON ELEMENTARY SCHOOL,"1312 Grand Boulevard, Greenwood"
74,PK-5,,BARR ELEMENTARY SCHOOL,"1593 W CAPITOL STREET, Jackson"
41,7-12,,BASSFIELD HIGH SCHOOL,"BASS BURKETT RD, Bassfield"
34,KG-5,,BATES ELEMENTARY SCHOOL,"3180 McDowell Road Ext, Byram"
40,PK-1,,BATESVILLE ELEMENTARY SCHOOL,"110 College St., Batesville"
52,2-3,,BATESVILLE INTERMEDIATE SCHOOL,"200 College St., Batesville"
40,6-8,,BATESVILLE JUNIOR HIGH SCHOOL,"507 Tiger Drive, Batesville"
29,4-5,,BATESVILLE MIDDLE SCHOOL,"509 Tiger Drive, Batesville"
52,PK-8,,BAXTERVILLE SCHOOL,"5531 Highway 11, Lumberton"
-,113,PK-6,Bellwood Attendance Center School,"100 Church Street Box 100, Bellwood"
